ROR ID	Label
05e6pjy56	LIBR
03r10zj06	National Center for Supercomputing Applications
03r10zj06	NCSA
05dkdaa55	Ioffe Institute
05dkdaa55	Федеральное государственное бюджетное учреждение науки Физико-технический институт им. А.Ф. Иоффе Российской академии наук
05dkdaa55	Federal State Institution of Science Physical-Technical Institute. AF Ioffe of the Russian Academy of Sciences
05dkdaa55	Fiziko-tekhnicheskiy institut imeni A.F.Ioffe
05dkdaa55	Ioffe Physical-Technical Institute of the Russian Academy of Sciences
04avkmd49	Williams College
05a94k872	Johann Radon Institute for Computational and Applied Mathematics
05a94k872	Johann Radon Institut für Angewandte Mathematik
05a94k872	RICAM
05a94k872	Johann Radon Institut
03rmrcq20	University of British Columbia
03rmrcq20	Université de la colombie-britannique
03rmrcq20	UBC
05c0ns027	Perm National Research Polytechnic University
05c0ns027	Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования Пермский национальный исследовательский политехнический университет
05c0ns027	PNRPU
05c0ns027	Perm Polytechnic Institute
05c0ns027	Permskiy Gosudarstvennyy Tekhnicheskiy Universitet
0543q7s13	Science and Technology on Surface Physics and Chemistry Laboratory
0543q7s13	表面物理与化学国家重点实验室
01jxjwb74	International Livestock Research Institute
01jxjwb74	ILRI
03e75b898	University Mohamed El Bachir El Ibrahimi of Bordj Bou Arreridj
03e75b898	Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj
03e75b898	جامعة محمد البشير الابراهيمي، برج بوعريريج
03e75b898	University of Bordj Bou Arreridj
03e75b898	University of Mohamed El Bachir El Ibrahimi
03e75b898	جامعة برج بوعريريج
001t9rv66	The Biblical Institute
001t9rv66	Biblijski Institut
001t9rv66	BIZG
0220mzb33	King's College London
0220mzb33	Coleg y Brenin, Llundain
0220mzb33	KCL
012afjb06	Lehigh University
012afjb06	Universidad de Lehigh
01f5ytq51	Texas A&M University
01f5ytq51	TAMU
043dxc061	Sichuan Normal University
043dxc061	四川师范大学
043dxc061	SICNU
05smtc341	Irkutsk State Transport University
05smtc341	Иркутский государственный университет путей сообщения
05smtc341	IrGUPS
01n92vv28	Oncode Institute
05hfa4n20	Westlake University
05hfa4n20	西湖大学
05hfa4n20	WIAS
00z34yn88	Istituto Nazionale di Fisica Nucleare, Sezione di Padova
00z34yn88	National Institute for Nuclear Physics, Padova Division
00z34yn88	INFN-PD
00z34yn88	INFN Padova
00z34yn88	INFN Padova Division
00z34yn88	INFN Sezione di Padova
03q8dnn23	City University of Hong Kong
053j10c72	Instituto Murciano de Investigación Biosanitaria
053j10c72	IMIB
01f1fsr30	Saigon University
01f1fsr30	Trường Đại học Sài Gòn
01f1fsr30	Université de saigon
01f1fsr30	西贡大学
01f1fsr30	SGU
033dfsn42	Institute of Software
033dfsn42	中国科学院软件研究所
033dfsn42	IOS
033dfsn42	ISCAS
033dfsn42	Zhōngguó Kēxuéyuàn Ruǎnjiàn Yánjiūsuǒ
030akyn67	Piezocryst (Austria)
027m9bs27	University of Manchester
027m9bs27	Prifysgol Manceinion
027m9bs27	Manchester University
027m9bs27	University of Manchester Institute of Science and Technology
027m9bs27	Victoria University of Manchester
00af3sa43	Isfahan University of Technology
00af3sa43	دانشگاه صنعتی اصفهان
00af3sa43	IUT
00af3sa43	Dāneshgāh-e San'ati-ye Esfahān
001377z89	Riverlane (United Kingdom)
001377z89	Riverlane
001377z89	River Lane Research
001377z89	River Lane Research Ltd
001377z89	Riverlane Ltd
03aesme15	Udmurt Federal Research Center, Ural Branch of the Russian Academy of Sciences
03aesme15	Удмуртский Федеральный Исследовательский Центр
01t1kq612	Karlsruhe University of Education
01t1kq612	Pädagogische Hochschule Karlsruhe
01t1kq612	PH Karlsruhe
014hpw227	Universidad Antonio Nariño
014hpw227	UAN
041c9x778	Jianghan University
041c9x778	江汉大学
041c9x778	Jiānghàn Dàxúe
04jnxr720	IBM Research - Ireland
0435tej63	Shaoxing University
0435tej63	绍兴文理学院
0435tej63	Shàoxīng Wénlǐ Xuéyuàn
03gq1d339	University of Ngaoundéré
03gq1d339	Université de Ngaoundéré
03gq1d339	UN
04gsp2c11	James Cook University
04gsp2c11	JCU
00t89vb53	University of Zadar
00t89vb53	Sveučilište u Zadru
00t89vb53	Свеучилиште у Задру
00t89vb53	Universitas Studiorum Iadertina
01weqhp73	Technische Universität Ilmenau
01weqhp73	TU Ilmenau
03qt6ba18	Georgia State University
03qt6ba18	GSU
0082yr561	Gubkin Russian State University of Oil and Gas
0082yr561	Российский государственный университет нефти и газа имени И. М. Губкина
0082yr561	Gubkin University
0082yr561	Russian State University of Oil and Gas named after IM Gubkin
00c5q9r49	Indian Institute of Advanced Research
00c5q9r49	IIAR
05tkzma19	Indira Gandhi Centre for Atomic Research
05tkzma19	इंदिरा गांधी अणुसंशोधन केंद्र
05tkzma19	इंदिरा गांधी परमाणु अनुसंधान केन्द्र
05tkzma19	இந்திரா காந்தி அணு ஆராய்ச்சி மையம்
05tkzma19	IGCAR
00f2yqf98	Medizinische Hochschule Hannover
00f2yqf98	Hannover Medical School
00f2yqf98	MHH
00f2yqf98	Med. HS Hannover
00e4hrk88	Wuhan University of Science and Technology
00e4hrk88	武汉科技大学
00e4hrk88	WUST
02f0vsw63	Indian Institute of Technology Jammu
02f0vsw63	IIT
02f0vsw63	IIT Jammu
046fm7598	Gunma University
046fm7598	群馬大学
046fm7598	Gunma daigaku
028rmam09	Shijiazhuang University
028rmam09	石家庄学院
027ynra39	University of Bari Aldo Moro
027ynra39	Università degli Studi di Bari Aldo Moro
027ynra39	Université de bari
027ynra39	University of Bari
00453a208	City University of New York
00453a208	Universidad de la Ciudad de Nueva York
00453a208	Université de la Ville de New York
00453a208	CUNY
048s2rn92	United States Naval Observatory
048s2rn92	USNO
049ysg747	Rajshahi University of Engineering and Technology
049ysg747	Rajshahi University of Engineering & Technology
049ysg747	রাজশাহী প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়
049ysg747	BIT
049ysg747	REC
049ysg747	RUET
049ysg747	Bangladesh Institute of Technology
049ysg747	Rajshahi Engineering College
03fa8j757	Parks and Recreation Foundation
03fa8j757	般財団法人 公園財団
0220qvk04	Shanghai Jiao Tong University
0220qvk04	上海交通大学
0220qvk04	SJTU
0220qvk04	Shanghai Communications University
0220qvk04	Shanghai Jiaotong University
0220qvk04	上海交通大學
03rfycd69	Aliah University
03rfycd69	আলিয়া বিশ্ববিদ্যালয়
03rfycd69	AU
03rfycd69	Mohammedan College of Calcutta
05yc77b46	University of Córdoba
05yc77b46	Universidad de Córdoba
05yc77b46	Universitat de Còrdova
05yc77b46	UCO
02gh4kt33	National Institute for Astrophysics
02gh4kt33	Istituto Nazionale di Astrofisica
02gh4kt33	INAF
0163jwc47	Kutafin Moscow State Law University
0163jwc47	Московский государственный юридический университет имени О. Е. Кутафина
0163jwc47	MSAL
0163jwc47	All-Union Correspondence Institute of Law
0163jwc47	Central Institute of Soviet law
0163jwc47	Moscow Institute of Soviet law
0163jwc47	Moscow State Academy of Law
0163jwc47	Oleg Kutafin Moscow State Law University
03jyr9x65	The Open University of Japan
03jyr9x65	放送大学
03jyr9x65	OUJ
03jyr9x65	Hōsō Daigaku
03jyr9x65	The University of the Air
01c997669	Max Planck Institute for Chemical Physics of Solids
01c997669	Max-Planck-Institut für Chemische Physik Fester Stoffe
04jn0td46	Xi’an University of Posts and Telecommunications
04jn0td46	西安邮电大学
04jn0td46	XUPT
02yj55q56	Kunsan National University
02yj55q56	군산대학교
02yj55q56	KNU
02f5b7n18	Max Planck Institute for Chemistry
02f5b7n18	Max Planck Institut für Chemie - Otto Hahn Institut
02f5b7n18	Otto Hahn Institute
02z749649	Universidad Pablo de Olavide
02z749649	Pablo de Olavide University
02z749649	UPO
05g13zd79	Toronto Metropolitan University
05g13zd79	Ryerson University
013sk6x84	Janelia Research Campus
02sc3r913	Griffith University
00rjdhd62	Zhejiang Wanli University
00rjdhd62	浙江万里学院
00rjdhd62	ZWU
00rjdhd62	ZhèJiāng Wànli Xuéyuàn
0008xqs48	Institut d'Investigació Biomédica de Bellvitge
0008xqs48	Bellvitge Biomedical Research Institute
0008xqs48	IDIBELL
0008xqs48	IDIBELL-CERCA
02rqvrp93	Meiji University
02rqvrp93	明治大学
02rqvrp93	Meiji daigaku
02w0sqd02	Universidad Juárez del Estado de Durango
02w0sqd02	Juarez University of the State of Durango
02w0sqd02	UJED
057xtrt18	Kurume University
057xtrt18	久留米大学
057xtrt18	Kurume Daigaku
05gkzcc88	University of Wales Trinity Saint David
05gkzcc88	Prifysgol Cymru Y Drindod Dewi Sant
05gkzcc88	UWTSD
0326knt82	Adolfo Ibáñez University
0326knt82	Universidad Adolfo Ibáñez
0326knt82	UAI
03x516a66	Federal Institute For Materials Research and Testing
03x516a66	Bundesanstalt für Materialforschung und -prüfung
03x516a66	BAM
05yn67m85	VIB Single Cell Core
05yn67m85	VIB SCC
04knbh022	Austrian Institute of Technology
04knbh022	AIT
04knbh022	ARC
04knbh022	Austrian Research Centers
0142eak56	Blueprint Medicines (United States)
00eq8hh49	Karagandy State University
00eq8hh49	Е.А.Бөкетов атындағы Қарағанды мемлекеттік университеті
00eq8hh49	Карагандинский государственный университет имени Е. А. Букетова
04y8eg478	Universidad Tecnológica de Nayarit
04y8eg478	UT
052kdcb58	Institute for Nuclear Research
052kdcb58	Інститут ядерних досліджень
02zpvhb36	Universidad Tecnológica de Jalisco
02zpvhb36	UTJ
02zpvhb36	Technological University of Jalisco
03cmntr54	Instituto de Astrofísica de Canarias
03cmntr54	Institut Astrofísic de les Illes Canàries
03cmntr54	IAC
022fs9h90	University of Fribourg
022fs9h90	Università di Friburgo
022fs9h90	Universität Freiburg
022fs9h90	Université de Fribourg
04b6x2g63	Loyola University Chicago
04b6x2g63	Universidad Loyola Chicago
04b6x2g63	Université loyola de chicago
04b6x2g63	LUC
03db2by73	Instituto Superior Técnico
03db2by73	IST
03db2by73	Técnico, Técnico Lisboa
01rfnc002	Ernst Abbe University of Applied Sciences Jena
01rfnc002	Ernst-Abbe-Hochschule Jena
01rfnc002	EAH Jena
01rfnc002	FH Jena
05kknm922	Bryansk State Technical University
05kknm922	Брянский государственный технический университет
05kknm922	BSTU
05kknm922	БГТУ
03h954e30	Centro de Investigación en Materiales Avanzados
03h954e30	CIMAV
02pc6pc55	Okayama University
02pc6pc55	岡山大学
02pc6pc55	Okayama Daigaku
01as92r37	State Key Laboratory of Natural Medicine
01as92r37	天然药物活性组分与药效国家重点实验室
01as92r37	State Key Lab of Natural Medicine
0534re684	Max Planck Institute for Evolutionary Biology
0534re684	Max-Planck-Institut für Evolutionsbiologie
0534re684	Max Planck Institute for Limnology
00nszah81	Krasnoyarsk State Pedagogical University
00nszah81	Красноярский государственный педагогический университет
00nszah81	КГПУ
00nszah81	Krasnoyarskiy Gosudarstvennyy Pedagogicheskiy Universitet Im. V.p. Astaf'yeva
00nszah81	Красноярский государственный педагогический университет им. В.П. Астафьева
03zmsge54	NSF’s NOIRLab
03zmsge54	NOIRLab
03zmsge54	NSF’s National Optical-Infrared Astronomy Research Laboratory
03zmsge54	National Optical-Infrared Astronomy Research Laboratory
032xfst36	University of Kashmir
032xfst36	कश्मीर विश्वविद्यालय
032xfst36	কাশ্মীর বিশ্ববিদ্যালয়
032xfst36	காசுமீர் பல்கலைக்கழகம்
03yjb2x39	University of Calgary
03yjb2x39	Université de Calgary
03yjb2x39	UoC
00fycgp36	Ural State Medical University
00fycgp36	Уральский государственный медицинский университет
00fycgp36	UGMU
00fycgp36	УГМУ
00fycgp36	Federal State Budgetary Educational Institution of Higher Education “Ural State Medical University” of the Ministry of Health of the Russian Federation
00fycgp36	State Educational Institution of Higher Professional Education Ural State Medical University of the Russian Federation Ministry of Health
00fycgp36	Sverdlovsk State Medical Institute
00fycgp36	Ural State Medical Academy
00fycgp36	ФГБОУ ВО УГМУ Минздрава России
00fycgp36	Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации
04qw24q55	Wageningen University & Research
04qw24q55	Wageningen University & Research centre
04qw24q55	WUR
04qw24q55	Wageningen Universiteit en Researchcentrum
04qw24q55	Wageningen University and Research Centre
04cvxnb49	Goethe University Frankfurt
04cvxnb49	Goethe-Universität Frankfurt am Main
04cvxnb49	Johann Wolfgang Goethe-Universität Frankfurt am Main
05wr49d48	Wakayama University
05wr49d48	和歌山大学
05wr49d48	Wakayama Daigaku
03qn8fb07	Commonwealth Scientific and Industrial Research Organisation
03qn8fb07	CSIRO
03n9mt987	Centre intégré universitaire de santé et de services sociaux du Nord-de-l’Île-de-Montréal
03n9mt987	CIUSSS du Nord-de-l'Île-de-Montréal
04pbtsc74	Plekhanov Russian University of Economics
04pbtsc74	Российский экономический университет имени Г. В. Плеханова
04pbtsc74	PRUE
05d2kyx68	Reykjavík University
05d2kyx68	Háskólinn í Reykjavík
05d2kyx68	RU
02qjrjx09	University of Cyprus
02qjrjx09	Πανεπιστήμιο Κύπρου
02qjrjx09	UCY
0243gzr89	Max Planck Institute for Biology
0243gzr89	Max Planck Institut für Biologie
00vvvt117	Sookmyung Women's University
00vvvt117	숙명여자대학교
02f81g417	King Saud University
02f81g417	جامعة الملك سعود
02f81g417	KSU
025hwk980	South Kazakhstan Medical Academy
025hwk980	Оңтүстік Қазақстан медицина академиясы
025hwk980	SKSPhA
025hwk980	Iužno-Kazahstanskaja Gosudarstvennaja Medicinskaja Akademija
05n7v5997	Instituto de Investigación Sanitaria La Fe
05n7v5997	IIS La Fe
01w60n236	Sumy State University
01w60n236	Сумский государственный университет
01w60n236	Сумський державний університет
01w60n236	SSU
05tbp9v13	Valleywise Health
05tbp9v13	MIHS
05tbp9v13	Maricopa Integrated Health System
00b0jb681	Krasnoyarsk State Medical University
00b0jb681	Государственное бюджетное образовательное учреждение высшего профессионального образования Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого Министерства здравоохранения Российской Федерации
00b0jb681	KrasSMU
00b0jb681	Krasnoyarsk State Medical Academy
03je5c526	Atatürk University
03je5c526	Atatürk Üniversitesi
03je5c526	Ata
03je5c526	Atauni
04p491231	Pennsylvania State University
04p491231	Universidad Estatal de Pensilvania
04p491231	Université d'État de Pennsylvanie
04p491231	PSU
04p491231	Penn State
02k98xb21	Kim Il-sung University
02k98xb21	김일성종합대학
037dym702	Ningbo University of Technology
037dym702	Zūnyì yīxuéyuàn
025yypj46	National University Cancer Institute, Singapore
025yypj46	NCIS
025yypj46	National University Cancer Institute
04efg9a07	Sidi Mohamed Ben Abdellah University
04efg9a07	Université Sidi Mohamed Ben Abdellah
04efg9a07	جامعة سيدي محمد بن عبد الله
00c639s42	Second People's Hospital of Yunnan Province
00c639s42	云南省第二人民医院
00c639s42	Fourth Affiliated Hospital of Kunming Medical University
00c639s42	Yunnan Red Cross Hospital
04qeh2h86	Institut Català de Paleontologia Miquel Crusafont
04qeh2h86	Instituto Catalán de Paleontología Miguel Crusafont
04qeh2h86	ICP
047gc3g35	University of Chile
047gc3g35	Universidad de Chile
03y5egs41	University of Pannonia
03y5egs41	Pannon Egyetem
03y5egs41	University of Veszprém
03c2k2909	Groupe de Physique des Matériaux
03c2k2909	GPM
02r2q1d96	Leibniz Institute of Virology (LIV)
02r2q1d96	Leibniz-Institut für Virologie (LIV)
02r2q1d96	HPI
02r2q1d96	LIV
02r2q1d96	Foundation for the Research of Spinal Poliomyelitis
02r2q1d96	Heinrich Pette Institute for Experimental Virology and Immunology at Hamburg University
02r2q1d96	Heinrich Pette Institute, Leibniz Institute for Experimental Virology
02r2q1d96	Heinrich-Pette-Institut, Leibniz-Institut für Experimentelle Virologie
02r2q1d96	Leibniz Institute for Experimental Virology
02r2q1d96	Leibniz Institute of Virology
02r2q1d96	Leibniz-Institut für Virologie
004dwfr15	Kursk State Medical University
004dwfr15	Курский государственный медицинский университет
004dwfr15	KSMU
004dwfr15	Kursk State Government Medical University
004dwfr15	Kursk State Medical Institute
05gvnxz63	Argonne National Laboratory
05gvnxz63	Laboratorio Nacional Argonne
05gvnxz63	ANL
05gvnxz63	United States Department of Energy Office of Science Argonne National Laboratory
02jqn4a25	Ursinus College
02jqn4a25	UC
04jfns044	Vietnam Atomic Energy Instiute
04jfns044	Viện Năng lượng nguyên tử Việt Nam
04jfns044	Vinatom
00hx6zz33	École Normale Supérieure Paris-Saclay
00hx6zz33	ENS Cachan
00hx6zz33	Normale Sup' Cachan
020vd6n84	National Institute of Technology Meghalaya
020vd6n84	राष्ट्रीय प्रौद्योगिकी संस्थान मेघालय
020vd6n84	NITM
020vd6n84	NIT Meghalaya
023dm3d04	Simons Center for Geometry and Physics
023dm3d04	SCGP
0538gdx71	Jawaharlal Nehru Centre for Advanced Scientific Research
0538gdx71	JNCASR
03vek6s52	Harvard University
03vek6s52	Universidad de Harvard
02dn9h927	Peoples' Friendship University of Russia
02dn9h927	Российский университет дружбы народов
02dn9h927	PFUR
02dn9h927	RUDN University
02ezch769	Université Polytechnique Hauts-de-France
02ezch769	Polytechnic University of Hauts-de-France
02ezch769	UPHF
02ezch769	University of Valenciennes and Hainaut-Cambrésis
03pa1rf77	Institute of Metals Research
03pa1rf77	中国科学院金属研究所
03pa1rf77	IMR
02s6k3f65	University of Basel
02s6k3f65	Università di Basilea
02s6k3f65	Universität Basel
02s6k3f65	Université de Bâle
03rp50x72	University of the Witwatersrand
03rp50x72	Wits
03rp50x72	Wits University
057zh3y96	The University of Tokyo
057zh3y96	東京大学
057zh3y96	UT
057zh3y96	Todai
057zh3y96	Tōkyō Daigaku
057zh3y96	UTokyo
057zh3y96	とうきょうだいがく
057zh3y96	トウキョウダイガク
01cq23130	University of Memphis
01cq23130	Université de memphis
00d25af97	University of Santo Tomas
00d25af97	Pontificia y Real Universidad de Santo Tomás
00d25af97	UST
00d25af97	Catholic University of the Philippines
00d25af97	Pontifical and Royal University of Santo Tomas
00d25af97	Unibersidad ng Santo Tomas or Pamantasan ng Santo Tomas
0390vgx68	European Theoretical Spectroscopy Facility
0390vgx68	ETSF
0307crw42	Albany Medical Center Hospital
0307crw42	Albany Medical College
0307crw42	Albany Medical Center
040tqsb23	Hospital for Tropical Diseases
040tqsb23	HTD
052em3f88	Kansas City University
052em3f88	KCU
052em3f88	Kansas City University of Medicine and Biosciences
047g8vk19	Erciyes University
047g8vk19	Erciyes Üniversitesi
047g8vk19	Ərciyəs Universiteti
007ps6h72	Fred Hutch Cancer Center
007ps6h72	FHCRC
007ps6h72	Fred Hutch
007ps6h72	Fred Hutchinson Cancer Center
007ps6h72	The Hutch
01bffta28	Zhejiang Institute of Freshwater Fisheries
01bffta28	浙江省淡水水产研究所
01j99nc54	Irkutsk State University
01j99nc54	Иркутский государственный университет
01j99nc54	ISU
03vagve85	Alector (United States)
02af4h012	Jadavpur University
02af4h012	Université jadavpur
02af4h012	यादवपुर विश्वविद्यालय
02af4h012	যাদবপুর বিশ্ববিদ্যালয়
02af4h012	ਜਾਦਵਪੁਰ ਯੂਨੀਵਰਸਿਟੀ
02af4h012	જાદવપુર યુનિવર્સિટી
02af4h012	జాదవ్ పూర్ విశ్వవిద్యాలయం
02af4h012	ಜಾದವ್ ಪುರ ವಿಶ್ವವಿದ್ಯಾಲಯ
0207ad724	Wake Forest University
0207ad724	Universidad de Wake Forest
0207ad724	Université de wake forest
05n3x4p02	Medical University of Vienna
05n3x4p02	Medizinische Universität Wien
05n3x4p02	MedUni Vienna
05n3x4p02	MedUni Wien
01dg47b60	Pontifical Catholic University of Rio de Janeiro
01dg47b60	Pontifícia Universidade Católica do Rio de Janeiro
01dg47b60	PUC-Rio
02wnmk332	Centro Brasileiro de Pesquisas Físicas
02wnmk332	Brazilian Center for Research in Physics
02wnmk332	CBPF
03wmf1y16	University of Colorado Anschutz Medical Campus
03wmf1y16	CU Anschutz Medical Campus
00ws30h19	Tokyo Metropolitan University
00ws30h19	東京都立大学
00ws30h19	Shuto Daigaku Tōkyō
00ws30h19	首都大学東京
03gf8rp76	National Centre for Biological Sciences
03gf8rp76	ರಾಷ್ಟ್ರೀಯ ಜೀವ ವಿಜ್ಞಾನ ಕೇಂದ್ರ
03gf8rp76	NCBS
03gf8rp76	NCBS Bengaluru
05wf30g94	Creighton University
00j9c2840	Oslo University Hospital
00j9c2840	Oslo universitetssykehus HF
02vjkv261	Inserm
02vjkv261	French Institute of Health and Medical Research
02vjkv261	Institut National de la Santé et de la Recherche Médicale
02vjkv261	INSERM
012mef835	Augusta University
012mef835	GRU
012mef835	Georgia Regents University
04bxa3v83	Shiraz University of Technology
04bxa3v83	دانشگاه صنعتی شیراز
04bxa3v83	SUTECH
053z1kb20	Komsomolsk-on-Amur State Technical University
053z1kb20	Комсомольский-на-Амуре государственный университет
053z1kb20	KnAEPI
04mvpxy20	Huzhou University
04mvpxy20	Huzhou Teachers College
033003e23	Tampere University
033003e23	Tampereen Yliopisto
058pdbn81	Dankook University
058pdbn81	단국대학교
058pdbn81	DKU
058pdbn81	DU
04q4ydz28	VIB-UGent Center for Inflammation Research
04q4ydz28	IRC
004hd5y14	Leibniz Institute for Plasma Science and Technology
004hd5y14	Leibniz-Institut für Plasmaforschung und Technologie
004hd5y14	INP Greifswald
02s9jxg24	University of Zenica
02s9jxg24	Univerzitet u Zenici
02s9jxg24	Универзитет у Зеници
0170z8493	Shaanxi Normal University
0170z8493	陕西师范大学
0170z8493	SNNU
0170z8493	Shanxi Teachers University
0170z8493	Shǎnxī Shīfàn Dàxué
023v4bd62	National Agriculture and Food Research Organization
023v4bd62	農業・食品産業技術総合研究機構
023v4bd62	NARO
05k4xnj24	Bukhara State University
05k4xnj24	Buxoro davlat universiteti
05k4xnj24	Бухарский государственный университет
05k4xnj24	BSU
05k4xnj24	Buxoro universiteti
033vjfk17	Wuhan University
033vjfk17	武汉大学
033vjfk17	WHU
02sehzp52	Belarusian State University of Informatics and Radioelectronics
02sehzp52	Беларускі дзяржаўны ўніверсітэт інфарматыкі і радыёэлектронікі
02sehzp52	Белорусский государственный университет информатики и радиоэлектроники
02sehzp52	BSUIR
02sehzp52	MREI
02sehzp52	Minsk Radio Engineering Institute
01tv9ph92	Southern Federal University
01tv9ph92	Южный федеральный университет
01tv9ph92	Rostov State University
03c44v465	Polytechnic University of Bari
03c44v465	Politecnico di Bari
03c44v465	École Polytechnique de Bari
05n0qbd70	Fujian University of Traditional Chinese Medicine
05n0qbd70	福建省中医药研究院
05n0qbd70	FJUTCM
05n0qbd70	Fújiàn Zhōngyī Xuéyuàn
03rqm8n56	Ivanovo State University
03rqm8n56	Ивановский государственный университет
03rqm8n56	IvSU
04hrnch96	Indiana Wesleyan University
04hrnch96	IWU
04hrnch96	Marion College
03k8der79	Shimadzu (Japan)
03k8der79	株式会社 島津製作所
030s54078	University of the Philippines Los Baños
030s54078	UPLB
030s54078	UP Los Baños
03ykbk197	University of Portsmouth
02kyh9583	Industrial University of Tyumen
02kyh9583	Тюменский индустриальный университет
00987cb86	Universidade Estadual Paulista (Unesp)
00987cb86	Universidad Estatal Paulista
00987cb86	Universidade Estadual Paulista "Júlio de Mesquita Filho"
00987cb86	UNESP
00987cb86	São Paulo State University
00987cb86	Universidade Estadual Paulista
02drrjp49	University of Montenegro
02drrjp49	Универзитет Црне Горе
02drrjp49	Univerzitet Crne Gore
00n3w3b69	University of Strathclyde
01w2py151	North Ossetian State Medical Academy
01w2py151	Северо-Осетинская государственная медицинская академия
01w2py151	SOGMA
01w2py151	СОГМА
01c0m1t63	Karlsruhe University of Applied Sciences
01c0m1t63	Hochschule Karlsruhe Technik und Wirtschaft
05m8pzq90	Montreal Clinical Research Institute
05m8pzq90	Institut de Recherches Cliniques de Montréal
05m8pzq90	IRCM
00xc1d948	Industrial University of Santander
00xc1d948	Universidad Industrial de Santander
00xc1d948	UIS
00sec1m50	Universidade Estadual do Ceará
00sec1m50	State University of Ceará
00sec1m50	UECE
04pvzz946	The NSF AI Institute for Artificial Intelligence and Fundamental Interactions
04pvzz946	IAIFI
02xzytt36	Manipal Academy of Higher Education
02xzytt36	Université de Manipal
02xzytt36	Manipal University
05b8d3w18	Max Planck Institute of Molecular Cell Biology and Genetics
05b8d3w18	Max-Planck-Institut für Molekulare Zellbiologie und Genetik
05b8d3w18	MPI-CBG
01vjw4z39	Southern Medical University
01vjw4z39	南方医科大学
01vjw4z39	SMU
01vjw4z39	First Military Medical University
01z686714	Institute of Computational Mathematics and Mathematical Geophysics
01z686714	Федеральное государственное бюджетное учреждение науки Институт вычислительной математики и математической геофизики Сибирского отделения Российской академии наук
01z686714	ICM&MG
01z686714	Federal State Institution of Science Institute of Computational Mathematics and Mathematical Geophysics, Siberian Branch of the Russian Academy of Sciences
01xjgpq49	Sakushin Gakuin University
01xjgpq49	作新学院大学
019kjfs29	Instituto Tecnológico Superior de Calkiní
019kjfs29	ITESCAM
019kjfs29	TecNM Instituto Tecnológico Superior de Calkiní
019kjfs29	Tecnológico Nacional de México Instituto Tecnológico Superior de Calkiní
02v80fc35	Auburn University
02v80fc35	Universidad de Auburn
02v80fc35	AU
022r8mj40	Instituto de Física Teórica
022r8mj40	Institute for Theoretical Physics
022r8mj40	IFT
02rkvz144	Northeast Normal University
02rkvz144	东北师范大学
02rkvz144	NENU
02rkvz144	Dōngběi Shīfàn Dàxué
01zqcg218	Kyung Hee University
01zqcg218	경희대학교
05ahcwz21	Amrita Institute of Medical Sciences and Research Centre
05ahcwz21	അമൃത ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് മെഡിക്കൽ സയൻസസ്
05ahcwz21	AIMS
05ahcwz21	AIMS Hospital
05ahcwz21	Amrita Hospital
00y0zf565	Institute for Basic Science
00y0zf565	IBS
02bjnq803	Jazan University
02bjnq803	جامعة جازان
02bjnq803	JazanU
008a8z393	Dalian University of Foreign Languages
008a8z393	大连外国语学院
008a8z393	DLUFL
008a8z393	Dalian Foreign Language Institute
008a8z393	Dalian School of Japanese Language
0161xgx34	Université de Montréal
0161xgx34	University of Montreal
0161xgx34	UdeM
00p9vpz11	Universidade Federal da Paraíba
00p9vpz11	Federal University of Paraíba
00p9vpz11	UFPB
03k1bsr36	Université de Bourgogne
03k1bsr36	University of Burgundy
03k1bsr36	uB
03k1bsr36	University of Dijon
00wge5k78	UiT The Arctic University of Norway
00wge5k78	UiT Noregs arktiske universitet
00wge5k78	UiT Noregs arktiske universitet
00wge5k78	UiT Norgga árktalaš universitehta
00wge5k78	UiT
00wge5k78	Universitetet i Tromsø – Noregs arktiske universitet
00wge5k78	Universitetet i Tromsø – Noregs arktiske universitet
00wge5k78	Universitetet i Tromsø – Norgga árktalaš universitehta
00wge5k78	Universitetet i Tromsø – The Arctic University of Norway
00wge5k78	University of Tromsø - The Arctic University of Norway
059yx9a68	Universidad Nacional de Colombia
059yx9a68	National University of Colombia
059yx9a68	UNAL
00tt5kf04	Marien Ngouabi University
00tt5kf04	Université Marien Ngouabi
00tt5kf04	UMNG
05gr4mx33	Tashkent State Agrarian University
05gr4mx33	Ташкентский государственный аграрный университет
05gr4mx33	TSAU
05gr4mx33	Tashkent Institute of Agriculture
01yr73893	European Molecular Biology Laboratory
01yr73893	EMBL
03a60m280	Hubei University
03a60m280	湖北大学
03a60m280	Húběi Dàxué
01725xw94	Saint-Petersburg State Agrarian University
01725xw94	Санкт-Петербургский государственный аграрный университет
01725xw94	Leningrad Agricultural Institute
05mqwtr17	Histoire, Archéologie, Littératures des Mondes Chrétiens et Musulmans Médiévaux
05mqwtr17	CIHAM
01394d192	Magyar Agrár- és Élettudományi Egyetem
01394d192	Hungarian University of Agriculture and Life Sciences
01394d192	MATE
01394d192	SZIE
01394d192	SZIU
01394d192	Szent István Egyetem
01394d192	Szent István University
01a5mqy88	Bose Institute
